event_ID,event_year,event_time,event_state,latitude,longitude,phase_group,far_part,crew_cat,crew_age,crew_sex,med_certf,total_fatal,probable_cause,acft_make,acft_model,wx_cond,wind_speed,visibility,temperature
2.02107E+13,2021,145,HI,021950N,0158047W,350,121,CPLT,50,M,CL2,0,Aircraft-Aircraft power plant-Engine (turbine/turboprop)-Turbine section-Damaged/degraded,BOEING,737-275C,VMC,13,10,79
2.02107E+13,2021,41,FL,254748N,0801633W,404,121,CABN,,,,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Convective turbulence-Effect on personnel,AIRBUS,A321-231,Unk,9,10,90
2.02107E+13,2021,1110,FL,261153N,0801019W,300,135,PLT,66,M,CL1,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Directional control-Not attained/maintained,CESSNA,402A,VMC,3,10,73
2.02107E+13,2021,1005,OF,,,100,121,,,,,0,,BOEING,787,,,,0
2.02107E+13,2021,1945,AK,584920N,1553426W,400,135,PLT,58,M,CL2,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Angle of attack-Not attained/maintained,DEHAVILLAND,DHC-2 MK 1,VMC,6,10,66
2.02107E+13,2021,1254,MI,421245N,0832112W,250,121,CABN,,,,0,Personnel issues-Action/decision-Action-(general)-Pilot,AIRBUS,A321-211,VMC,,10,66
2.02107E+13,2021,416,,221838N,0114107E,350,121,,,,,0,,BOEING,747-8F,,,,0
2.02107E+13,2021,1610,MT,465459N,0114526W,550,135,PLT,78,M,CL2,0,Aircraft-Aircraft systems-Landing gear system-Gear extension and retract sys-Not used/operated,CESSNA,T210,VMC,,10,70
2.02108E+13,2021,45,AK,059716N,0155242W,300,135,PLT,44,M,CL2,0,Personnel issues-Action/decision-Info processing/decision-Decision making/judgment-Pilot,CESSNA,U206F,VMC,11,,63
2.02108E+13,2021,1850,AK,552857N,1311331W,402,135,PLT,64,M,CL2,6,Aircraft-Aircraft oper/perf/capability-Aircraft capability-Instrument flight capability-Attain/maintain not possible,DEHAVILLAND,DHC-2 MK.I,IMC,6,3,55
2.02108E+13,2021,500,,,,500,121,,,,,0,,BOEING,737-824,,,,0
2.02108E+13,2021,2252,AK,064569N,1481215W,400,135,PLT,34,F,CL1,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Airspeed-Not attained/maintained,CESSNA,208,IMC,7,5,52
2.02108E+13,2021,1324,,3646170,59652314,300,121,,,,,0,,AIRBUS,A320,,,,0
2.02108E+13,2021,345,WA,472637N,1221842W,253,121,,,,,0,Aircraft-Aircraft oper/perf/capability-(general)-(general)-Related operating info,BOEING,737-990ER,VMC,4,10,63
2.02108E+13,2021,1900,IL,415820N,0875514W,404,121,CPLT,42,F,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Clear air turbulence-Awareness of condition,AIRBUS,319-132,VMC,,,87
2.02108E+13,2021,256,AZ,331622N,0112424W,553,121,CPLT,39,,CL1,0,Personnel issues-Action/decision-Action-Incorrect action performance-Flight crew,MCDONNELL DOUGLAS,MD-11F,VMC,13,10,93
2.02108E+13,2021,1316,ID,045034N,1145219W,450,135,PLT,50,M,CL2,2,Aircraft-Aircraft oper/perf/capability-Aircraft capability-Climb capability-Capability exceeded,CESSNA,TU206F,VMC,,10,66
2.02109E+13,2021,2037,UT,404718N,1115840W,502,135,CPLT,34,M,CL1,0,Environmental issues-Physical environment-Object/animal/substance-Animal(s)/bird(s)-Effect on equipment,CESSNA,560XL,VMC,11,10,81
2.02109E+13,2021,1644,FL,002693N,0814640W,552,135,PLT,62,M,CL1,0,Not determined-Not determined-(general)-(general)-Unknown/Not determined,RAYTHEON AIRCRAFT COMPANY,390,VMC,5,10,77
2.02109E+13,2021,1927,MA,042434N,0701242W,553,135,PLT,51,M,CL1,0,Environmental issues-Conditions/weather/phenomena-Ceiling/visibility/precip-Rain-Effect on operation,CESSNA,402C,IMC,5,4,70
2.02109E+13,2021,2230,ID,441231N,0114564W,551,135,PLT,68,M,CL2,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Angle of attack-Not attained/maintained,PIPER,PA-32R-301,VMC,5,,73
2.02109E+13,2021,1740,NC,352610N,0823230W,100,121,CABN,,,,0,Personnel issues-Action/decision-Action-Incorrect action performance-Ground crew,BOMBARDIER INC,CL-600-2B19,VMC,4,9,72
2.02109E+13,2021,2125,AK,068431N,1555020W,400,135,PLT,49,M,CL2,0,Aircraft-Aircraft power plant-Engine (reciprocating)-(general)-Unknown/Not determined,DEHAVILLAND,DHC-3,VMC,10,10,48
2.02109E+13,2021,1350,WY,444628N,1065916W,551,135,PLT,58,M,CL2,0,Not determined-Not determined-(general)-(general)-Unknown/Not determined,CESSNA,404,VMC,,10,57
2.02109E+13,2021,1029,WA,472618N,1221759W,150,121,CPLT,44,M,CL1,0,"Aircraft-Aircraft systems-Hydraulic power system-Hydraulic, main system-Not used/operated",BOEING,767-332,VMC,,,52
2.0211E+13,2020,2000,FL,282546N,0811832W,404,121,CABN,,,,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Convective turbulence-Effect on personnel,BOEING,737-7H4,IMC,10,10,75
2.0211E+13,2021,1338,NJ,404133N,0074107W,550,121,KPLT,59,,CL1,0,Personnel issues-Action/decision-Action-Incorrect action selection-Flight crew,BOEING,757-224,VMC,11,10,73
2.0211E+13,2021,2114,NJ,392132N,0742731W,300,121,,,,,0,Aircraft-Aircraft power plant-Engine (turbine/turboprop)-Compressor section-Capability exceeded,AIRBUS,A320-271N,VMC,,,0
2.0211E+13,2021,1944,HI,021197N,1575519W,551,121,CABN,,,,0,Personnel issues-Action/decision-Info processing/decision-Identification/recognition-Pilot,AIRBUS,A321-271N,VMC,11,10,82
2.0211E+13,2021,944,GA,333150N,0823223W,508,135,CPLT,63,M,CL2,2,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Descent/approach/glide path-Capability exceeded,DASSAULT,Falcon 20,VMC,,7,68
2.0211E+13,2021,118,IL,415844N,0875429W,250,121,CPLT,52,M,CL1,0,Personnel issues-Action/decision-Action-Incorrect action performance-Flight crew,EMBRAER S A,ERJ 170-200 LR,VMC,,,0
2.0211E+13,2021,2016,SC,325352N,0794658W,251,135,CPLT,,M,UNK,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Surface speed/braking-Not attained/maintained,BEECH,200,VMC,,9,73
2.0211E+13,2021,1642,AK,582119N,0134350W,300,135,PLT,33,F,CL1,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Directional control-Not attained/maintained,CESSNA,208B,VMC,,10,43
2.0211E+13,2021,30,VA,037480N,0007960W,400,121,CABN,,,,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Convective turbulence-Awareness of condition,BOEING,737-8H4,VMC,4,,73
2.0211E+13,2021,1355,FL,254749N,0801634W,201,121,CPLT,55,M,CL1,0,Aircraft-Aircraft systems-Communications system-Interphone-Malfunction,EMBRAER S A,ERJ 170-200 LR,VMC,,10,79
2.02111E+13,2021,1925,FL,261155N,0801027W,552,135,PLT,67,M,CL1,0,Aircraft-Aircraft systems-Landing gear system-Main landing gear-Failure,PIPER,PA-31-350,VMC,9,10,86
2.02111E+13,2021,40,,,,400,121,,,,,0,,BOEING,787-9,,,,0
2.02111E+13,2021,1849,MI,454312N,0085314W,508,135,PLT,55,M,CL1,4,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Airspeed-Not attained/maintained,BRITTEN-NORMAN,BN-2A,VMC,11,10,39
2.02111E+13,2021,255,AK,604645N,1615012W,402,135,PLT,28,M,CL1,0,Aircraft-Aircraft systems-Electrical power system-Electrical pwr sys wiring-Fatigue/wear/corrosion,CESSNA,207A,VMC,16,10,0
2.02111E+13,2021,36,,004426N,0074849W,551,121,,,,,0,,BOEING,767-332,,,,0
2.02112E+13,2021,325,AK,060120N,1542012W,508,135,PLT,76,M,CL2,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Descent/approach/glide path-Not attained/maintained,CESSNA,208,VMC,9,10,0
2.02112E+13,2021,0,AK,603812N,1511813W,300,135,PLT,49,M,CL2,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Directional control-Not attained/maintained,FOUND ACFT CANADA INC,FBA-2C1,VMC,19,3,16
2.02112E+13,2021,1657,FL,252812N,0801012W,550,121,,,,,0,,BOEING,747-4B5F,,,,0
2.02112E+13,2021,430,NH,425536N,0071276W,502,135,PLT,23,M,CL1,1,Aircraft-Aircraft power plant-Engine (turbine/turboprop)-Turbine section-Damaged/degraded,SWEARINGEN,SA226,VMC,,10,28
2.02112E+13,2021,833,NV,036447N,0115912W,551,121,CPLT,53,M,CL1,0,Personnel issues-Action/decision-Info processing/decision-Identification/recognition-Pilot,AIRBUS,A320-251N,VMC,4,10,39
2.02112E+13,2021,1526,TX,029390N,0095573W,402,135,PLT,35,M,CL1,2,Environmental issues-Operating environment-Radar services/coverage-En route-Effect on operation,CESSNA,208,VMC,5,6,46
2.02112E+13,2021,1622,FL,245355N,0081655W,400,135,PLT,69,F,CL2,0,Aircraft-Aircraft power plant-Engine (reciprocating)-Recip eng oil sys-Failure,CESSNA,207,VMC,4,10,79
2.02201E+13,2021,345,NJ,404122N,0741028W,153,121,,,,,0,Personnel issues-Action/decision-Action-Incomplete action-Flight crew,EMBRAER,ERJ 170-100 SE,IMC,5,6,48
2.02201E+13,2022,1400,OF,252453N,0077582W,500,135,,,,,0,,CESSNA,402B,,,,0
2.02201E+13,2022,1857,CO,401719N,0107750W,300,121,CPLT,40,M,CL1,0,Personnel issues-Action/decision-Action-Incorrect action performance-Pilot,AIRBUS,A320-232,VMC,,,0
2.02202E+13,2022,919,NV,036435N,0115831W,552,121,CPLT,44,,CL1,0,Aircraft-Aircraft systems-Landing gear system-Main landing gear-Fatigue/wear/corrosion,BOEING,737-8K2,VMC,9,10,39
2.02202E+13,2022,1500,,,,300,121,,,,,0,,BOEING,737,,,,0
2.02202E+13,2022,650,,,,404,121,,,,,0,,BOEING,767-332,,,,0
2.02202E+13,2022,2200,,,,300,121,,,,,0,,AIRBUS,A319,,,,0
2.02202E+13,2022,1720,AK,070640N,1481630W,550,135,PLT,57,M,CL2,0,Environmental issues-Conditions/weather/phenomena-Light condition-Flat light-Effect on personnel,DEHAVILLAND,DHC-3,VMC,11,10,-20
2.02203E+13,2022,1545,MD,039196N,0762414W,552,135,CPLT,40,M,CL1,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Surface speed/braking-Attain/maintain not possible,CESSNA,525,VMC,12,10,73
2.02203E+13,2022,1327,PA,402115N,0795630W,550,135,KPLT,32,M,CL1,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Airspeed-Not attained/maintained,Honda Jet,HA-420,IMC,3,0.5,34
2.02203E+13,2022,200,TX,032530N,0097251W,250,135,PLT,28,M,CL1,0,Personnel issues-Action/decision-Info processing/decision-Decision making/judgment-Pilot,CESSNA,208B,VMC,5,10,57
2.02204E+13,2022,751,,049046N,0002330E,501,121,,,,,0,,BOEING,777,,,,0
2.02204E+13,2022,1334,,052427N,0085529W,402,121,,,,,0,,BOEING,767-322,,,,0
2.02204E+13,2022,1306,FL,026419N,0080520W,350,135,,,,,0,Aircraft-Aircraft power plant-Engine fuel and control-Fuel distribution-Design,BOMBARDIER INC,BD-700-2A12,Unk,,,0
2.02204E+13,2022,1432,ID,042335N,1134535W,502,135,PLT,30,F,CL1,1,Environmental issues-Conditions/weather/phenomena-Ceiling/visibility/precip-(general)-Effect on operation,CESSNA,208B,IMC,8,1,27
2.02204E+13,2022,915,,,,350,121,,,,,0,,BOEING,777-223,,,,0
2.02205E+13,2022,1500,WI,425649N,0875349W,250,135,PLT,29,M,CL1,0,Aircraft-Aircraft systems-Landing gear system-Main landing gear-Fatigue/wear/corrosion,BEECH,B-99,VMC,15,10,46
2.02205E+13,2022,2107,,028952S,1533017E,350,121,,,,,0,,BOEING,737,,,,0
2.02205E+13,2022,615,,,,350,121,,,,,0,,BOEING,767-322,,,,0
2.02205E+13,2022,2310,AK,059952N,1382920W,508,135,PLT,51,M,CL2,0,Aircraft-Aircraft oper/perf/capability-(general)-(general)-Incorrect use/operation,DEHAVILLAND,DHC-3,VMC,3,10,46
2.02206E+13,2022,110,MO,037116N,0093143W,400,121,CABN,,F,,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Clear air turbulence-Contributed to outcome,AIRBUS INDUSTRIE,A320-232,VMC,,,0
2.02206E+13,2022,1835,WA,484242N,0012316W,552,135,PLT,28,M,CL1,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Landing flare-Not attained/maintained,CESSNA,172M,VMC,5,5,52
2.02206E+13,2022,915,OK,361156N,0095532W,500,121,CPLT,50,M,CL1,0,Organizational issues-Management-Policy/procedure-Adequacy of policy/proc-Operator,BOEING,757-236,VMC,6,10,23
2.02206E+13,2022,1535,CA,335520N,0118203W,250,135,CPLT,,,UNK,0,Personnel issues-Psychological-Attention/monitoring-Monitoring other aircraft-Pilot of other aircraft,PILATUS,PC12,VMC,6,9,66
2.02206E+13,2022,1934,AK,058276N,0154427W,551,135,PLT,43,M,CL2,0,Aircraft-Aircraft systems-Landing gear system-Main landing gear-Fatigue/wear/corrosion,CESSNA,U206F,VMC,,10,59
2.02206E+13,2022,700,AK,062346N,0142431W,552,135,PLT,65,M,CL2,0,Environmental issues-Physical environment-Terrain-Wet/muddy terrain-Contributed to outcome,SHORT BROS. & HARLAND,SC7,VMC,,,0
2.02206E+13,2022,1345,PA,402929N,0801358W,550,121,CPLT,51,F,CL1,0,Aircraft-Aircraft systems-Navigation system-Flt management computing sys-Malfunction,BOEING,737-9,VMC,5,10,70
2.02206E+13,2022,200,AK,591623N,0158376W,251,135,PLT,51,M,CL2,0,Environmental issues-Physical environment-Runway/land/takeoff/taxi surface-Snow/slush/ice covered surface-Decision related to condition,PIPER,PA-22-150,VMC,5,10,28
2.02206E+13,2022,300,WA,047119N,1221625W,404,121,CPLT,46,M,CL1,0,Personnel issues-Miscellaneous-(general)-(general)-Passenger,BOEING,737-700,VMC,10,10,64
2.02206E+13,2022,1945,AK,058738N,1361854W,300,135,PLT,28,M,CL2,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Directional control-Not attained/maintained,CESSNA,208,VMC,8,10,64
2.02207E+13,2022,2000,,132627N,0089321W,350,121,,,,,0,,BOEING,737-924ER,,,,0
2.02207E+13,2022,2040,ID,441242N,0114564W,552,135,PLT,79,M,CL2,0,Aircraft-Aircraft systems-Landing gear system-Brake-Incorrect use/operation,CESSNA,T210R,VMC,8,10,85
2.02207E+13,2022,52,UT,404718N,1115840W,553,135,PLT,60,M,CL1,0,Environmental issues-Conditions/weather/phenomena-Wind-Microburst-Effect on equipment,CESSNA,208B,VMC,29,9,91
2.02207E+13,2022,21,CA,334033N,0117525W,551,121,CABN,,,,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Landing flare-Unknown/Not determined,BOEING,737-700,VMC,9,10,79
2.02207E+13,2022,2125,AK,665455N,1513130W,552,135,PASS,,,,0,Personnel issues-Psychological-Attention/monitoring-Monitoring environment-Pilot,DEHAVILLAND,BEAVER DHC-2 MK.1,VMC,12,10,54
2.02207E+13,2022,25,AK,595449N,1541446W,552,135,PLT,43,M,CL2,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Surface speed/braking-Incorrect use/operation,PIPER,PA-18-150,VMC,7,30,66
2.02208E+13,2022,1715,AK,611047N,1495749W,350,135,PLT,41,M,CL2,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Airspeed-Not attained/maintained,DE HAVILLAND,DHC2,VMC,10,10,55
2.02208E+13,2022,125,AK,059241N,1583020W,400,135,PASS,,F,,0,Aircraft-Aircraft systems-Flight control system-Rudder control system-Fatigue/wear/corrosion,CESSNA,207,VMC,10,10,68
2.02208E+13,2022,2115,AK,621918N,0150531W,552,135,PLT,68,M,CL2,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Directional control-Not attained/maintained,DEHAVILLAND,DHC-3,VMC,7,10,66
2.02208E+13,2022,115,GA,333827N,0842540W,551,121,CPLT,37,M,CL1,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Landing flare-Not attained/maintained,BOEING,757-251,VMC,6,10,81
2.02208E+13,2022,1730,NY,056646N,0046843W,402,121,KPLT,58,M,CL1,0,Aircraft-Fluids/misc hardware-Fluids-Water-Fluid management,BOEING,767-332,Unk,,,0
2.02208E+13,2022,1919,TX,029594N,0952029W,552,121,CPLT,35,,CL1,0,Aircraft-Aircraft oper/perf/capability-(general)-(general)-Unknown/Not determined,MITSUBISHI,CL-600-2B19,VMC,9,10,88
2.02208E+13,2022,1917,OH,402015N,0831714W,404,121,CPLT,36,M,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Convective turbulence-Awareness of condition,BOEING,737-824,VMC,,,0
2.02209E+13,2022,1643,MI,421245N,0832112W,404,121,CABN,,,,0,Environmental issues-Conditions/weather/phenomena-Turbulence-(general)-Awareness of condition,BOEING,717-200,VMC,8,10,72
2.02209E+13,2022,2209,WA,475925N,0122356W,400,135,PLT,43,M,CL2,10,Aircraft-Aircraft systems-Flight control system-Stabilizer control system-Malfunction,DEHAVILLAND,DHC-3,VMC,10,10,68
2.02209E+13,2022,2118,CO,395741N,1044821W,404,121,CPLT,39,M,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Clear air turbulence-Awareness of condition,BOEING,737-824,VMC,4,10,86
2.02209E+13,2022,1223,ME,045556N,0684722W,550,135,PASS,,M,,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Descent rate-Not attained/maintained,CESSNA,U206G,VMC,,10,61
2.02209E+13,2022,2035,NY,404648N,0735212W,404,121,CPLT,,M,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Convective turbulence-Effect on personnel,AIRBUS,220,VMC,7,10,87
2.02209E+13,2022,2330,AK,065565N,0161553W,402,135,PASS,,M,,0,Aircraft-Aircraft handling/service-Maintenance/inspections-Scheduled maint checks-Incorrect service/maintenance,CESSNA,U206,VMC,5,10,54
2.02209E+13,2022,2050,IL,415849N,0875432W,253,121,CPLT,52,M,CL1,0,Personnel issues-Action/decision-Action-Incorrect action performance-Pilot,BOEING,737-7H4,VMC,,,63
2.02209E+13,2022,230,AK,575220N,1554946W,300,135,PLT,59,M,CL2,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Directional control-Not attained/maintained,DEHAVILLAND,DHC-2,VMC,8,10,50
2.02209E+13,2022,1900,CA,335630N,1182431W,401,121,CPLT,,F,CL1,0,Aircraft-Aircraft systems-Flight control system-Stabilizer control system-Unknown/Not determined,AIRBUS,A330-243,VMC,,,0
2.0221E+13,2022,2259,OH,395342N,0084133W,552,121,CPLT,43,M,CL1,0,Aircraft-Aircraft oper/perf/capability-(general)-(general)-Unknown/Not determined,BOMBARDIER INC,CL-600-2B19,VMC,3,10,72
2.0221E+13,2022,1630,CO,395142N,1044023W,400,121,PLT,52,M,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Clear air turbulence-Awareness of condition,BOEING,737,VMC,9,10,61
2.0221E+13,2022,904,,521832N,0044622E,301,121,,,,,0,,BOEING,777-222,,,,0
2.0221E+13,2022,930,OH,412739N,0081432W,404,135,PLT,66,M,CL1,0,Aircraft-Fluids/misc hardware-Fluids-Fuel-Fluid management,CESSNA,310,IMC,,10,54
2.02211E+13,2022,1145,,,,150,121,,,,,0,,BOEING,757-232,,,,0
2.02211E+13,2022,1900,FL,254812N,0801741W,404,121,CPLT,27,M,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Convective turbulence-Awareness of condition,BOEING,737-8,VMC,,,32
2.02211E+13,2022,1500,WI,043228N,0881413W,502,135,,,,,0,,FAIRCHILD,SA227-AT,IMC,6,0.5,30
2.02211E+13,2022,240,LA,295936N,0901533W,404,121,PLT,43,M,CL1,0,Aircraft-Aircraft oper/perf/capability-(general)-(general)-Incorrect use/operation,AIRBUS,A319,VMC,,10,0
2.02211E+13,2022,251,IA,405540N,0952011W,404,121,CPLT,37,M,CL1,0,Environmental issues-Physical environment-Object/animal/substance-Animal(s)/bird(s)-Ability to respond/compensate,AIRBUS,A320,VMC,3,10,19
2.02211E+13,2022,2040,AK,604243N,1614111W,400,135,PLT,36,M,CL2,0,Aircraft-Fluids/misc hardware-Fluids-Fuel-Fluid level,CESSNA,207,VMC,3,10,23
2.02212E+13,2022,600,CO,401832N,1052140W,404,121,CABN,,,,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Terrain induced turbulence-Effect on personnel,BOEING,737,VMC,10,10,52
2.02212E+13,2022,2111,MD,039412N,0771330W,500,121,CABN,,,,0,Environmental issues-Conditions/weather/phenomena-Turbulence-(general)-Awareness of condition,EMBRAER,ERJ170,VMC,10,10,61
2.02212E+13,2022,1711,NJ,040422N,0074947W,404,121,CPLT,50,M,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Clear air turbulence-Awareness of condition,BOEING,767-322,VMC,,,54
2.02212E+13,2022,1007,HI,205321N,1562822W,402,121,,,,,0,,AIRBUS,A330-243,,,,0
2.02212E+13,2022,,,153311N,0090742W,400,121,,,,,0,,BOEING,737-824,,,,0
2.02212E+13,2022,1155,FL,241648N,0742248W,402,135,KPLT,58,M,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Convective turbulence-Awareness of condition,GULFSTREAM AEROSPACE,GIV-X (G450),VMC,,,0
2.02301E+13,2022,2139,AL,321810N,0862328W,153,121,,,,,0,,EMBRAER S A,ERJ 170-200 LR,VMC,,,0
2.02301E+13,2023,2135,NY,040388N,0734658W,253,121,CPLT,31,M,CL1,0,Environmental issues-Task environment-Physical workspace-Positioning/available space-Compliance w/ procedure,BOMBARDIER INC,CL-600-2D24,VMC,5,10,48
2.02301E+13,2022,1505,MA,413920N,0702744W,402,135,CPLT,26,M,CL1,0,Environmental issues-Physical environment-Object/animal/substance-Animal(s)/bird(s)-Ability to respond/compensate,CESSNA,402,VMC,10,10,43
2.02301E+13,2023,652,,,,550,121,,,,,0,,AIRBUS,A330-323,,,,0
